gene_name,Bcells replicate 1 half_life,Bcells replicate 1 dataQual,Bcells replicate 1 R_sq,Bcells replicate 2 half_life,Bcells replicate 2 dataQual,Bcells replicate 2 R_sq,NK cells replicate 1 half_life,NK cells replicate 1 dataQual,NK cells replicate 1 R_sq,NK cells replicate 2 half_life,NK cells replicate 2 dataQual,NK cells replicate 2 R_sq,Hepatocytes replicate 1 half_life,Hepatocytes replicate 1 dataQual,Hepatocytes replicate 1 R_sq,Hepatocytes replicate 2 half_life,Hepatocytes replicate 2 dataQual,Hepatocytes replicate 2 R_sq,Monocytes replicate 1 half_life,Monocytes replicate 1 dataQual,Monocytes replicate 1 R_sq,Monocytes replicate 2 half_life,Monocytes replicate 2 dataQual,Monocytes replicate 2 R_sq,"Mouse Neurons, replicate 3 half_life","Mouse Neurons, replicate 3 dataQual","Mouse Neurons, replicate 3 R_sq","Mouse Neurons, replicate 4 half_life","Mouse Neurons, replicate 4 dataQual","Mouse Neurons, replicate 4 R_sq",Length
TMEM102,,,,26.574,weak,0.924,,,,,,,,,,,,,,,,,,,,,,,,,508
TMEM106B,,,,,,,,,,,,,,,,42.531000000000006,weak,0.927,,,,,,,26.228,good,0.996,34.056,good,0.988,274
TMEM109,113.45,good,0.988,193.455,good,0.929,,,,,,,130.089,good,0.987,150.262,good,0.961,,,,117.671,good,0.982,,,,,,,243
TMEM11,376.171,weak,0.997,,,,,,,,,,,,,,,,184.75599999999997,weak,0.919,136.365,weak,0.9059999999999999,,,,83.62,weak,0.9790000000000001,192
TMEM126A,267.818,weak,0.938,229.30599999999998,weak,0.909,,,,,,,378.773,good,0.912,211.687,good,0.995,,,,,,,66.057,weak,0.953,73.391,good,0.9990000000000001,195
TMEM126B,,,,,,,,,,,,,,,,,,,,,,,,,31.24,weak,0.991,33.755,weak,0.995,230
TMEM135,,,,,,,,,,,,,118.042,good,0.982,,,,,,,,,,,,,39.56,weak,0.977,458
TMEM141,,,,,,,,,,,,,50.949,weak,0.9309999999999999,44.336000000000006,weak,0.997,,,,,,,,,,,,,108
TMEM143,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.344,weak,0.996,459
TMEM147,,,,,,,,,,,,,,,,137.416,weak,0.9109999999999999,,,,,,,,,,,,,224
TMEM14C,,,,254.69099999999997,weak,0.965,,,,,,,195.21400000000003,good,0.9740000000000001,154.447,good,0.97,108.764,weak,0.973,93.48200000000001,weak,0.997,,,,,,,112
TMEM165,43.935,weak,0.9940000000000001,,,,,,,82.24,weak,0.9990000000000001,36.762,weak,0.998,36.592,weak,0.995,59.397,weak,0.9940000000000001,43.717,weak,0.981,66.433,weak,0.9890000000000001,70.656,weak,0.995,324
TMEM173,,,,,,,720.716,weak,0.9990000000000001,1096.596,weak,0.915,,,,,,,,,,531.4119999999999,weak,0.975,,,,,,,379
TMEM175,,,,,,,,,,,,,90.46600000000001,weak,0.9990000000000001,,,,,,,,,,,,,,,,504
TMEM177,,,,,,,,,,,,,373.55300000000005,weak,0.983,,,,,,,,,,,,,126.96,weak,0.945,311
TMEM184C,,,,,,,,,,,,,37.521,weak,0.894,47.214,weak,0.988,76.316,weak,0.945,,,,,,,,,,438
TMEM19,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.376,weak,0.973,336
TMEM192,181.90400000000002,weak,0.9159999999999999,,,,,,,,,,90.21,good,0.991,79.818,good,0.978,84.523,weak,0.99,67.42,weak,0.9540000000000001,,,,,,,271
TMEM194A,128.29399999999998,weak,0.9359999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,444
TMEM199,,,,,,,,,,,,,47.38,weak,0.98,36.065,weak,0.961,,,,,,,27.837,weak,0.912,28.371,good,0.9740000000000001,208
TMEM2,,,,103.834,weak,0.9890000000000001,66.324,weak,0.997,46.75,weak,0.995,16.65,good,0.9790000000000001,16.167,good,0.9670000000000001,128.077,weak,0.9490000000000001,,,,39.889,weak,0.992,39.824,good,0.907,1383
TMEM201,127.59100000000001,good,0.982,,,,,,,,,,,,,,,,,,,,,,38.481,weak,0.8490000000000001,75.23899999999999,weak,0.968,666
TMEM205,210.58599999999998,weak,0.987,286.018,weak,0.971,,,,,,,194.423,good,0.9890000000000001,190.666,good,0.99,143.594,weak,0.981,126.182,weak,0.98,48.583999999999996,weak,0.88,110.601,weak,0.972,189
TMEM206,,,,,,,,,,,,,,,,,,,,,,37.089,weak,0.991,82.93,weak,0.934,96.31,good,0.997,350
TMEM209,,,,,,,,,,,,,,,,32.23,weak,0.91,,,,,,,46.851000000000006,weak,0.976,63.658,good,0.992,561
TMEM214,32.843,weak,0.958,41.928000000000004,weak,1.0,100.07600000000001,good,0.9690000000000001,73.53,good,0.9990000000000001,29.298000000000002,good,0.9990000000000001,29.971999999999998,good,0.997,26.539,good,0.991,23.816999999999997,good,0.9940000000000001,26.807,weak,0.9790000000000001,31.578000000000003,good,0.993,689
TMEM219,,,,,,,,,,,,,158.263,weak,0.903,126.244,weak,0.903,,,,,,,,,,,,,240
TMEM243,139.524,weak,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,118
TMEM245,,,,,,,,,,127.556,weak,0.9840000000000001,,,,,,,,,,,,,56.876000000000005,weak,0.968,55.56100000000001,weak,0.987,879
TMEM258,172.78599999999997,good,0.9670000000000001,,,,,,,,,,534.424,weak,0.965,,,,,,,71.99600000000001,good,0.986,83.02799999999999,weak,0.9129999999999999,194.00099999999998,weak,0.9670000000000001,79
TMEM259,22.465,weak,0.9540000000000001,,,,,,,,,,33.318000000000005,weak,0.995,26.891,weak,0.92,28.956999999999997,weak,0.988,,,,,,,28.409000000000002,weak,0.9520000000000001,620
TMEM260,,,,,,,,,,,,,,,,,,,125.165,weak,0.9390000000000001,,,,,,,,,,707
TMEM263,66.308,weak,0.987,,,,,,,,,,52.958999999999996,weak,0.97,52.42,weak,0.9640000000000001,,,,,,,40.43,good,0.998,59.056999999999995,good,0.991,116
TMEM30A,82.345,weak,0.934,,,,169.199,good,0.958,95.87799999999999,good,0.961,92.70299999999999,weak,0.996,61.794,weak,0.971,83.51799999999999,good,0.935,72.042,weak,0.9520000000000001,39.687,good,0.996,48.086000000000006,good,0.987,361
TMEM33,61.931000000000004,weak,0.992,80.395,good,0.997,218.56,weak,0.97,131.056,weak,0.975,81.732,good,0.9790000000000001,76.134,good,0.985,73.445,good,0.988,56.784,weak,0.973,36.444,weak,0.981,40.843,good,0.993,247
TMEM41B,,,,,,,71.181,weak,0.9890000000000001,64.609,weak,0.9990000000000001,,,,,,,,,,33.785,weak,0.992,,,,53.271,weak,0.9790000000000001,291
TMEM43,238.817,weak,0.9279999999999999,247.834,good,0.995,210.63400000000001,good,0.9690000000000001,120.625,good,0.9390000000000001,113.785,good,0.986,97.23,good,0.9940000000000001,106.635,weak,0.991,,,,81.175,good,0.997,92.023,good,0.988,400
TMEM50B,,,,,,,,,,,,,,,,108.421,weak,0.9740000000000001,,,,34.704,weak,0.992,,,,47.928999999999995,weak,0.966,158
TMEM55A,,,,,,,,,,,,,,,,,,,277.936,weak,0.935,,,,51.226000000000006,weak,0.995,66.51100000000001,good,0.9990000000000001,257
TMEM55B,,,,,,,,,,,,,63.585,weak,0.968,68.555,weak,0.857,,,,70.197,weak,0.9390000000000001,48.001000000000005,weak,0.9620000000000001,74.908,weak,0.9890000000000001,277
TMEM56,,,,,,,,,,,,,136.955,weak,0.895,,,,,,,,,,,,,,,,263
TMEM57,,,,,,,,,,,,,19.105,good,0.9990000000000001,20.325,good,0.988,,,,,,,18.041,good,0.966,18.224,good,0.987,664
TMEM63A,,,,,,,184.44299999999998,weak,0.951,,,,52.173,good,0.998,54.45,good,0.976,162.35,weak,0.914,,,,,,,,,,807
TMEM65,,,,,,,,,,,,,,,,17.195999999999998,weak,0.861,172.21599999999998,weak,0.9179999999999999,,,,86.541,good,0.995,102.881,good,0.9940000000000001,240
TMEM68,,,,,,,,,,,,,,,,,,,107.654,weak,0.938,,,,32.387,weak,0.986,74.04899999999999,weak,0.9440000000000001,324
TMEM70,,,,,,,,,,,,,,,,101.988,good,0.996,,,,,,,,,,26.212,weak,0.985,260
TMEM87B,36.894,weak,0.946,,,,,,,,,,66.72,weak,0.9940000000000001,49.321000000000005,weak,0.894,48.39,weak,0.878,,,,39.005,weak,0.991,39.516999999999996,weak,0.99,555
TMEM97,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.461,weak,0.9590000000000001,176
TMF1,23.83,weak,0.978,24.474,good,0.9940000000000001,,,,25.336,weak,0.988,21.859,good,0.9940000000000001,19.784000000000002,good,0.998,19.447,good,0.991,17.577,good,0.99,14.606,good,0.975,14.966,good,0.983,1093
TMLHE,,,,,,,,,,,,,100.117,weak,0.986,88.99700000000001,weak,0.919,,,,,,,,,,,,,421
TMOD2,,,,,,,,,,,,,,,,,,,,,,,,,29.017,good,1.0,36.033,good,0.9990000000000001,351
TMOD3,137.197,good,0.985,143.338,good,1.0,178.766,good,0.998,145.924,good,1.0,59.195,good,0.9990000000000001,54.575,good,1.0,96.77,good,0.988,73.967,good,0.9940000000000001,35.343,weak,0.996,41.531000000000006,weak,0.9790000000000001,352
TMPO,313.795,good,0.9940000000000001,,,,850.62,good,0.895,,,,170.076,good,0.996,54.049,weak,0.88,740.9010000000001,good,0.94,655.495,good,0.9490000000000001,149.174,good,0.99,170.958,good,0.997,694
TMPO,313.795,good,0.9940000000000001,,,,850.62,good,0.895,,,,170.076,good,0.996,54.049,weak,0.88,740.9010000000001,good,0.94,655.495,good,0.9490000000000001,149.174,good,0.99,170.958,good,0.997,454
TMPPE,171.283,weak,0.8959999999999999,174.899,weak,0.991,,,,239.245,weak,0.935,,,,,,,,,,,,,,,,98.63,weak,0.9570000000000001,453
TMSB10,87.35,good,0.9690000000000001,112.251,good,0.99,278.746,good,0.905,193.57299999999998,weak,0.972,,,,,,,72.226,good,0.978,74.367,weak,0.995,52.394,good,0.998,62.968999999999994,good,0.9990000000000001,44
TMSB4X,117.788,good,0.97,,,,306.579,good,0.995,266.51,good,0.9990000000000001,,,,,,,142.49200000000002,good,0.9890000000000001,101.38,good,0.993,79.375,good,0.998,96.448,good,0.996,44
TMUB1,,,,79.485,weak,0.93,120.318,weak,0.97,,,,,,,,,,,,,,,,52.184,weak,0.987,39.533,weak,0.995,246
TMX1,131.092,good,0.99,154.5,good,0.9990000000000001,466.00800000000004,weak,0.991,307.777,weak,0.988,96.17200000000001,good,0.9990000000000001,86.65100000000001,good,0.998,120.65899999999999,good,0.988,76.27600000000001,weak,0.991,67.548,good,0.995,69.179,good,0.995,280
TMX2,,,,,,,,,,,,,49.99100000000001,good,0.966,41.393,good,0.99,30.872,weak,0.983,22.808000000000003,weak,0.914,31.059,good,0.988,32.02,good,0.9940000000000001,296
TMX3,,,,210.437,weak,0.9940000000000001,317.718,good,0.945,225.472,weak,0.965,,,,141.27700000000002,weak,0.9159999999999999,106.415,good,0.993,,,,85.395,good,0.9890000000000001,93.583,good,0.992,454
TMX4,146.55700000000002,weak,0.963,164.858,weak,0.996,206.328,weak,0.9840000000000001,155.094,weak,0.992,55.367,weak,0.985,74.732,weak,0.856,,,,,,,30.267,good,0.996,27.953000000000003,good,0.996,349
TNFAIP3,22.837,weak,1.0,20.42,weak,0.995,37.001999999999995,weak,0.898,21.087,weak,0.9840000000000001,,,,,,,,,,20.167,weak,0.858,,,,,,,790
TNFAIP8,116.56200000000001,good,0.978,103.461,good,0.9990000000000001,215.283,good,0.998,145.89,good,0.987,,,,,,,99.575,weak,0.983,74.086,good,0.992,,,,,,,198
TNFAIP8L2,105.772,weak,0.9670000000000001,102.912,good,0.9790000000000001,188.345,good,0.9940000000000001,150.738,good,0.9940000000000001,,,,,,,107.152,good,0.99,76.73100000000001,good,0.99,,,,,,,184
TNFRSF13C,76.117,weak,0.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,184
TNIK,,,,,,,,,,,,,,,,,,,,,,,,,31.9,good,1.0,38.766,good,0.998,1360
TNIP1,16.904,weak,0.9840000000000001,18.118,good,0.995,,,,,,,,,,,,,,,,20.486,weak,0.9490000000000001,26.717,weak,0.998,34.641,weak,0.978,636
TNIP2,,,,,,,137.57,weak,0.897,146.17700000000002,weak,0.9840000000000001,,,,,,,,,,,,,,,,,,,429
TNK2,,,,,,,,,,,,,,,,,,,41.2,weak,0.9890000000000001,,,,,,,24.816,weak,0.961,1038
TNKS1BP1,,,,,,,,,,,,,38.789,good,0.998,37.976,good,0.9990000000000001,,,,,,,30.886999999999997,good,0.9990000000000001,41.398999999999994,good,0.9990000000000001,1729
TNPO1,75.491,good,0.9740000000000001,86.685,good,0.997,301.91200000000003,weak,0.971,190.864,weak,0.997,94.037,good,0.943,92.507,good,0.9890000000000001,81.205,good,0.997,65.592,good,0.9890000000000001,46.381,weak,0.981,57.695,good,0.996,898
TNPO2,,,,,,,501.85699999999997,weak,0.976,,,,,,,,,,,,,,,,,,,52.391000000000005,good,0.995,897
TNPO3,56.111000000000004,good,0.972,68.969,good,0.998,232.00799999999998,weak,0.973,194.577,weak,0.99,,,,90.758,weak,0.961,94.027,good,0.9840000000000001,76.594,good,0.981,40.529,good,1.0,51.102,good,0.988,923
TNRC6B,33.041,weak,0.9990000000000001,,,,,,,,,,,,,,,,,,,,,,21.921,weak,0.847,26.963,weak,0.995,1833
TNS3,21.783,weak,0.995,20.145,weak,0.997,,,,,,,59.173,weak,0.9590000000000001,,,,19.761,good,0.9670000000000001,16.637,good,0.981,,,,77.405,weak,0.8859999999999999,1445
TOE1,42.893,weak,0.96,,,,,,,,,,75.89,weak,0.9229999999999999,,,,84.81200000000001,weak,0.9440000000000001,46.543,weak,0.9179999999999999,68.983,weak,0.932,,,,510
TOLLIP,,,,,,,71.218,weak,0.9740000000000001,47.955,weak,0.998,106.26,weak,0.937,62.643,weak,0.977,60.973,weak,0.987,47.966,weak,0.976,30.901999999999997,weak,0.9990000000000001,36.385,good,0.996,274
TOM1,31.156,weak,0.978,48.148999999999994,weak,0.972,89.823,weak,0.9620000000000001,,,,70.316,weak,0.909,61.25,weak,0.983,40.686,good,0.968,45.015,good,0.986,59.313,good,0.973,98.86399999999999,good,0.997,492
TOMM20,,,,112.99600000000001,weak,0.993,,,,168.695,weak,0.961,,,,68.665,weak,0.943,81.194,weak,0.9940000000000001,,,,38.454,weak,0.99,40.586999999999996,weak,0.998,145
TOMM22,75.509,weak,0.8909999999999999,139.685,weak,0.988,,,,273.631,weak,0.9129999999999999,119.40799999999999,good,0.991,110.59100000000001,good,0.993,,,,90.135,weak,0.9940000000000001,,,,107.23700000000001,good,0.9279999999999999,142
TOMM34,34.287,good,0.997,40.874,good,0.9990000000000001,132.05,weak,0.878,,,,,,,133.224,weak,0.857,58.442,weak,0.987,39.321999999999996,weak,0.998,38.586,good,0.998,51.588,good,0.995,309
TOMM40,157.631,weak,0.983,163.219,good,0.9690000000000001,,,,,,,186.032,good,0.996,164.486,good,0.992,244.364,weak,0.976,149.171,weak,0.985,128.224,good,0.997,151.034,good,0.996,361
TOMM40L,,,,,,,,,,,,,,,,,,,,,,,,,115.39399999999999,weak,0.99,143.773,weak,0.9840000000000001,308
TOMM5,,,,,,,,,,,,,72.887,weak,0.991,69.792,good,0.9940000000000001,109.014,weak,0.953,,,,102.906,weak,1.0,108.794,good,0.993,51
TOMM7,86.425,weak,0.9940000000000001,,,,,,,,,,,,,65.27199999999999,good,0.992,,,,59.636,weak,0.99,,,,49.563,weak,0.998,55
TOMM70A,82.45100000000001,weak,0.9229999999999999,109.38600000000001,good,0.9990000000000001,228.178,good,0.9890000000000001,222.638,good,0.992,97.602,good,0.998,92.895,good,0.9990000000000001,,,,75.801,weak,0.971,44.177,good,0.995,49.12,good,0.9990000000000001,608
TOP1,89.92299999999999,good,0.99,103.116,good,0.996,200.662,good,0.861,180.90200000000002,good,0.905,31.939,good,0.998,30.802,good,0.998,87.26,good,0.981,85.037,good,0.976,60.553999999999995,good,0.9940000000000001,69.50399999999999,good,0.996,765
TOP2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.756,good,0.9520000000000001,1531
TOP2B,109.04899999999999,good,0.9940000000000001,100.84299999999999,good,1.0,168.65900000000002,good,0.995,138.236,good,0.997,38.721,good,1.0,39.361,good,0.995,85.255,good,0.9840000000000001,75.801,good,0.988,57.645,good,1.0,63.983999999999995,good,0.9990000000000001,1626
TOP3B,,,,52.012,weak,0.9620000000000001,,,,193.387,weak,0.8809999999999999,56.655,weak,0.852,,,,,,,,,,81.884,good,0.981,95.76899999999999,good,0.998,862
TOR1A,166.292,weak,0.934,,,,331.48900000000003,weak,0.914,228.794,weak,0.966,87.27600000000001,good,0.993,84.719,good,0.982,125.736,weak,0.955,103.51100000000001,weak,0.965,87.05799999999999,good,0.9790000000000001,98.366,good,0.991,332
TOR1AIP1,177.44799999999998,good,0.983,257.337,good,0.9990000000000001,309.83299999999997,weak,0.988,282.725,weak,1.0,,,,,,,156.189,good,0.995,114.837,good,0.98,72.665,weak,0.985,95.24700000000001,good,0.975,583
TOR1AIP2,,,,,,,,,,74.613,weak,0.963,34.742,good,0.993,34.28,good,0.996,,,,,,,,,,,,,470
TOR1AIP2,,,,,,,,,,74.613,weak,0.963,34.742,good,0.993,34.28,good,0.996,,,,,,,,,,,,,131
TOR1B,,,,,,,,,,,,,57.588,good,0.998,56.826,good,1.0,74.64699999999999,weak,0.971,43.418,weak,0.909,,,,99.281,weak,0.976,336
TOR4A,90.03399999999999,weak,0.9590000000000001,,,,205.935,weak,0.878,,,,,,,,,,196.612,good,0.99,146.292,good,0.983,,,,,,,423
TOX4,47.203,weak,0.9540000000000001,48.086000000000006,weak,0.993,,,,,,,,,,28.104,weak,0.848,41.11600000000001,weak,0.983,,,,23.825,good,0.991,25.979,good,0.993,621
TP53BP1,60.798,good,0.987,65.574,good,0.9990000000000001,,,,,,,42.199,good,1.0,43.735,good,0.9229999999999999,,,,39.117,weak,0.987,44.266000000000005,good,1.0,62.513000000000005,weak,1.0,1972
TP53I11,62.61,weak,0.972,85.60600000000001,weak,0.996,,,,,,,,,,,,,43.625,weak,0.983,43.099,weak,0.996,,,,,,,189
TP53I3,,,,,,,,,,,,,,,,,,,83.10799999999999,weak,0.966,73.98100000000001,weak,0.963,,,,,,,332
TP53RK,112.77600000000001,weak,0.966,53.403,weak,0.973,199.59900000000002,weak,0.995,175.718,weak,0.997,,,,,,,100.494,weak,0.991,86.334,weak,0.968,,,,,,,253
TPD52,,,,,,,,,,,,,,,,,,,,,,,,,40.051,weak,0.9840000000000001,49.723,good,1.0,224
TPD52L2,131.19,good,0.995,157.047,good,0.993,172.88,weak,0.9570000000000001,140.45600000000002,weak,0.995,60.157,good,0.9990000000000001,51.685,good,0.9990000000000001,56.871,good,0.9890000000000001,50.457,good,0.993,40.916,good,0.998,52.81100000000001,good,0.9990000000000001,206
TPI1,234.29,good,0.965,316.88,good,0.9940000000000001,1021.48,good,0.9990000000000001,1077.391,good,0.998,290.295,good,0.9740000000000001,298.255,good,0.976,198.66400000000002,good,0.99,161.809,good,0.982,72.551,good,1.0,82.684,good,1.0,249
TPK1,273.73,weak,0.958,,,,,,,,,,,,,,,,142.459,weak,0.927,,,,,,,,,,243
TPM1,,,,,,,554.34,weak,0.883,,,,60.148,good,0.991,51.363,good,0.9790000000000001,,,,731.9780000000001,weak,0.934,48.611000000000004,good,0.998,54.893,good,0.9890000000000001,284
TPM2,,,,100.82,weak,0.966,,,,,,,109.955,weak,0.91,93.958,weak,0.855,,,,,,,,,,,,,284
TPM3,170.72400000000002,good,0.988,207.917,good,0.991,590.313,good,0.998,470.36699999999996,good,0.9990000000000001,,,,76.03,good,0.996,208.055,good,0.987,150.036,good,0.968,49.894,good,0.9990000000000001,61.316,good,1.0,285
TPM4,160.08700000000002,good,0.987,192.00799999999998,good,0.992,1330.32,good,0.985,,,,89.15100000000001,good,0.986,68.558,good,0.997,358.869,good,0.981,171.915,good,0.973,102.385,good,1.0,131.219,good,0.975,248
TPMT,,,,136.649,weak,0.965,391.974,weak,0.9129999999999999,210.595,weak,0.872,,,,,,,96.198,weak,0.996,79.785,good,0.991,,,,,,,245
TPP1,57.903,good,0.997,74.488,good,0.9590000000000001,149.148,good,0.99,121.92,good,0.988,93.744,good,1.0,100.421,good,0.9890000000000001,52.211000000000006,good,0.9,45.477,good,0.988,114.75,weak,0.9790000000000001,,,,563
TPP2,82.069,good,0.991,97.155,good,1.0,212.028,good,1.0,164.104,good,1.0,148.43,good,0.996,,,,122.78299999999999,good,0.986,106.5,good,0.985,70.23100000000001,good,0.998,87.531,good,1.0,1249
TPR,116.491,good,0.99,115.405,good,0.9990000000000001,266.51,good,0.9940000000000001,224.49599999999998,good,0.997,55.485,good,0.9990000000000001,55.067,good,0.9990000000000001,87.565,good,0.99,78.781,good,0.992,41.61,good,0.998,49.096000000000004,good,0.9990000000000001,2363
TPRA1,,,,,,,,,,,,,14.065999999999999,weak,0.963,23.503,weak,0.951,,,,25.91,weak,0.992,,,,,,,373
TPRG1L,18.730999999999998,weak,0.9690000000000001,,,,,,,,,,17.71,weak,0.9570000000000001,17.241,good,0.9690000000000001,21.32,weak,0.992,,,,,,,27.038,good,1.0,272
TPRKB,164.234,weak,0.983,156.12,weak,0.995,690.525,weak,0.878,,,,,,,205.516,weak,0.914,90.05,weak,0.987,66.59,weak,0.988,51.231,weak,1.0,61.725,weak,0.9990000000000001,175
TPT1,43.756,good,0.992,51.69,good,0.996,284.224,good,0.9940000000000001,210.236,good,0.991,267.60900000000004,good,0.993,270.937,good,0.955,55.629,good,0.993,43.229,good,0.9940000000000001,50.357,good,1.0,57.559,good,1.0,172
TRA2A,149.739,weak,0.987,172.114,weak,0.97,,,,,,,30.533,weak,0.9640000000000001,,,,,,,68.46,good,0.9890000000000001,,,,97.45700000000001,good,0.992,282
TRA2B,165.549,good,0.9840000000000001,177.541,good,0.988,787.5110000000001,weak,0.998,594.009,good,0.997,86.361,good,0.9940000000000001,73.928,good,0.998,103.088,good,0.983,80.202,good,0.992,100.571,good,0.9990000000000001,119.079,good,0.996,288
TRABD,31.938000000000002,weak,0.973,33.768,weak,0.987,,,,87.43,weak,0.9570000000000001,39.463,weak,0.998,,,,63.931999999999995,weak,0.99,55.111999999999995,good,0.991,,,,55.603,weak,0.9940000000000001,376
TRADD,93.384,good,0.991,98.714,weak,0.99,131.929,weak,0.943,107.756,weak,0.995,,,,,,,66.711,weak,0.996,49.591,good,0.9740000000000001,,,,,,,312
TRAF2,22.541,weak,0.872,,,,,,,95.141,weak,0.888,,,,,,,,,,,,,,,,,,,501
TRAF3IP3,170.872,good,0.9740000000000001,171.465,good,0.9990000000000001,180.738,good,0.997,178.775,good,0.9990000000000001,,,,,,,,,,185.828,weak,0.981,,,,,,,551
TRAFD1,,,,30.244,weak,0.995,58.38399999999999,weak,0.976,35.068000000000005,weak,0.996,,,,,,,29.2,weak,0.98,28.318,weak,0.98,14.849,weak,0.971,20.994,weak,0.9640000000000001,582
TRAM1,,,,83.314,weak,0.96,90.34,weak,0.966,70.545,weak,0.9990000000000001,49.013000000000005,good,0.996,53.148999999999994,good,0.996,48.541000000000004,weak,0.9940000000000001,40.118,weak,0.951,,,,,,,374
TRANK1,32.452,good,0.91,26.775,good,0.993,,,,24.682,good,0.96,,,,,,,,,,,,,,,,,,,2925
TRAP1,52.18600000000001,good,0.98,57.174,good,0.997,,,,271.442,good,0.9490000000000001,95.791,good,0.9940000000000001,100.0,good,0.998,118.23299999999999,good,0.958,96.48100000000001,good,0.966,52.933,good,0.997,58.394,good,0.997,704
TRAPPC1,,,,82.76,weak,0.917,,,,,,,,,,,,,66.09899999999999,weak,0.983,57.162,weak,0.958,61.593,weak,0.9890000000000001,75.259,good,1.0,145
TRAPPC10,78.18,weak,0.983,,,,168.095,weak,0.987,147.749,weak,0.893,,,,,,,,,,81.262,weak,0.917,41.681999999999995,weak,0.977,43.323,good,0.996,1259
TRAPPC11,101.22,weak,0.9990000000000001,101.92,weak,0.912,295.176,weak,0.858,,,,78.882,good,0.9990000000000001,83.52799999999999,good,0.988,129.30700000000002,good,0.985,99.005,good,0.978,56.489,weak,0.995,68.032,good,0.997,1133
TRAPPC12,93.49,weak,0.991,53.677,weak,0.8590000000000001,322.074,weak,0.91,229.91,weak,0.975,,,,,,,96.163,weak,0.986,80.158,good,0.9690000000000001,64.521,weak,1.0,70.48899999999999,good,0.998,735
TRAPPC13,115.889,weak,0.92,,,,,,,,,,,,,,,,,,,,,,63.222,weak,0.998,71.416,weak,0.8490000000000001,417
TRAPPC2L,,,,,,,,,,,,,,,,,,,76.968,weak,0.99,58.56,weak,0.992,,,,49.422,weak,0.992,140
TRAPPC3,92.098,good,0.99,112.391,weak,0.9890000000000001,,,,170.05599999999998,good,0.975,,,,,,,73.35300000000001,good,0.993,59.878,good,0.991,49.347,good,0.998,58.43,good,0.998,180
TRAPPC4,119.074,weak,0.8540000000000001,91.87200000000001,good,0.986,146.645,good,0.9940000000000001,133.02100000000002,good,0.993,183.15400000000002,weak,0.903,,,,74.484,good,0.9940000000000001,69.168,good,0.987,,,,67.791,good,0.9990000000000001,219
TRAPPC5,101.943,weak,0.9890000000000001,109.751,weak,0.991,,,,,,,86.8,weak,0.981,113.419,weak,0.922,70.502,good,0.9890000000000001,,,,46.025,good,0.997,56.508,good,0.9940000000000001,188
TRAPPC6A,29.105999999999998,weak,0.985,,,,,,,,,,,,,,,,,,,37.861999999999995,weak,0.996,,,,,,,159
TRAPPC6B,,,,186.585,weak,0.998,,,,251.708,weak,0.9790000000000001,165.782,weak,0.9159999999999999,,,,101.162,weak,0.997,89.208,weak,0.9740000000000001,50.246,weak,0.997,59.257,good,0.9990000000000001,158
TRAPPC8,74.095,good,0.988,86.21,good,0.997,,,,119.465,good,0.995,60.637,good,0.9079999999999999,,,,,,,74.043,good,0.9890000000000001,58.18,weak,0.997,64.452,good,0.937,1435
TRAPPC9,81.357,good,0.9940000000000001,105.163,good,0.975,224.36,weak,0.868,217.44099999999997,good,0.988,,,,,,,93.765,good,0.988,71.23,good,0.9470000000000001,42.001000000000005,good,0.9990000000000001,48.95399999999999,good,0.9990000000000001,1148
TREX1,118.35700000000001,good,0.995,,,,,,,,,,,,,,,,89.309,weak,0.9790000000000001,53.255,weak,0.946,,,,,,,314
TRIM21,75.495,good,0.983,85.839,good,0.998,170.06900000000002,weak,0.995,117.986,good,1.0,,,,,,,114.39,good,0.978,82.334,good,0.9209999999999999,,,,,,,475
TRIM22,34.135999999999996,weak,0.981,31.124000000000002,good,0.9990000000000001,38.888000000000005,good,0.9990000000000001,36.333,good,1.0,,,,,,,28.338,weak,0.986,21.385,weak,0.9059999999999999,,,,,,,498
TRIM24,40.418,weak,0.912,,,,,,,67.17699999999999,weak,0.99,12.024000000000001,weak,0.91,14.34,weak,0.927,,,,28.037,weak,0.976,23.285,good,0.995,22.238000000000003,good,0.997,1050
TRIM25,126.97399999999999,good,0.9690000000000001,140.725,good,0.993,267.283,good,0.976,,,,85.005,good,0.996,94.48,good,0.988,134.37,good,0.963,91.456,good,0.9329999999999999,,,,,,,630
TRIM26,,,,39.001,good,0.996,83.11,weak,0.992,67.35300000000001,good,0.997,38.868,weak,0.997,42.735,weak,0.986,39.208,weak,0.9940000000000001,,,,26.558000000000003,weak,0.99,31.175,weak,0.985,539
TRIM27,,,,,,,,,,,,,,,,,,,,,,,,,19.262,weak,0.968,16.631,weak,0.9670000000000001,513
TRIM28,86.484,good,0.986,95.05,good,0.9990000000000001,257.44,good,0.9990000000000001,244.77,good,0.997,52.522,good,0.9990000000000001,49.996,good,0.998,87.227,good,0.996,63.61,good,0.9890000000000001,70.343,good,1.0,83.473,good,0.9990000000000001,835
